Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
209,Snubbull,Fairy Pokemon,,0.6,7.8,Fairy,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Run Away,Enables a sure getaway from wild Pokemon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",25,75,Gold / Silver / Crystal,0,1,0,0,0,0,190,Fast,800000,60,70,60,80,50,40,40,30,Field,Fairy,20,,,,,
262,Mightyena,Bite Pokemon,,1,37,Dark,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",50,50,Ruby / Sapphire,0,2,0,0,0,0,127,Medium Fast,1000000,147,70,70,90,70,60,60,70,Field,,15,261,Level Up,Level 18,,
210,Granbull,Fairy Pokemon,,1.4,48.7,Fairy,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",25,75,Gold / Silver / Crystal,0,2,0,0,0,0,75,Fast,800000,158,70,90,120,75,60,60,45,Field,Fairy,20,209,Level Up,Level 23,,
23,Ekans,Snake Pokemon,,2,6.9,Poison,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Red / Blue / Yellow,0,1,0,0,0,0,255,Medium Fast,1000000,58,70,35,60,44,40,54,55,Field,Dragon,20,,,,,
24,Arbok,Cobra Pokemon,,3.5,65,Poison,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Red / Blue / Yellow,0,2,0,0,0,0,90,Medium Fast,1000000,157,70,60,95,69,65,79,80,Field,Dragon,20,23,Level Up,Level 22,,
551,Sandile,Desert Croc Pokemon,,0.7,15.2,Ground,Dark,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",Anger Point,"The Pokéeon is angered when it takes a critical hit, and that maxes its Attack stat.",50,50,Black / White,0,1,0,0,0,0,180,Medium Slow,1059860,58,70,50,72,35,35,35,65,Field,,20,,,,,
552,Krokorok,Desert Croc Pokemon,,1,33.4,Ground,Dark,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",Anger Point,"The Pokéeon is angered when it takes a critical hit, and that maxes its Attack stat.",50,50,Black / White,0,2,0,0,0,0,90,Medium Slow,1059860,123,70,60,82,45,45,45,74,Field,,20,551,Level Up,Level 29,,
553,Krookodile,Intimidation Pokemon,,1.5,96.3,Ground,Dark,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",Anger Point,"The Pokéeon is angered when it takes a critical hit, and that maxes its Attack stat.",50,50,Black / White,0,3,0,0,0,0,45,Medium Slow,1059860,234,70,95,117,80,65,70,92,Field,,20,552,Level Up,Level 40,,
128,Tauros,Wild Bull Pokemon,,1.4,88.4,Normal,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Anger Point,"The Pokéeon is angered when it takes a critical hit, and that maxes its Attack stat.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,100,0,Red / Blue / Yellow,0,1,0,0,0,1,45,Slow,1250000,172,70,75,100,95,40,70,110,Field,,20,,,,,
234,Stantler,Big Horn Pokemon,,1.4,71.2,Normal,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Sap Sipper,"Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.",50,50,Gold / Silver / Crystal,0,1,0,0,0,0,45,Slow,1250000,163,70,73,95,62,85,65,85,Field,,20,,,,,
507,Herdier,Loyal Dog Pokemon,,0.9,14.7,Normal,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,Black / White,0,2,0,0,0,0,120,Medium Slow,1059860,130,70,65,80,65,35,65,60,Field,,15,506,Level Up,Level 16,,
508,Stoutland,Big-Hearted Pokemon,,1.2,61,Normal,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,Black / White,0,3,0,0,0,0,45,Medium Slow,1059860,225,70,85,110,90,45,90,80,Field,,15,507,Level Up,Level 32,,
237,Hitmontop,Handstand Pokemon,,1.4,48,Fighting,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Technician,Powers up the Pokemon's weaker moves.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,100,0,Gold / Silver / Crystal,0,0,0,0,2,0,45,Medium Fast,1000000,159,70,50,95,95,35,110,70,Human-Like,,25,236,Level Up,Level 20 When Attack = Defense,,
494,Victini,Victory Pokemon,Mythical,0.4,4,Psychic,Fire,Victory Star,Boosts the accuracy of its allies and itself.,,,,,0,0,Black / White,3,0,0,0,0,0,3,Slow,1250000,270,100,100,100,100,100,100,100,Undiscovered,,120,,,,,
638,Cobalion,Iron Will Pokemon,Legendary,2.1,250,Steel,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokemon, for justice.",,,,,0,0,Black / White,0,0,3,0,0,0,3,Slow,1250000,261,35,91,90,129,90,72,108,Undiscovered,,80,,,,,
639,Terrakion,Cavern Pokemon,Legendary,1.9,260,Rock,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokemon, for justice.",,,,,0,0,Black / White,0,3,0,0,0,0,3,Slow,1250000,261,35,91,129,90,72,90,108,Undiscovered,,80,,,,,
640,Virizion,Grassland Pokemon,Legendary,2,200,Grass,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokemon, for justice.",,,,,0,0,Black / White,0,0,0,0,3,0,3,Slow,1250000,261,35,91,90,72,90,129,108,Undiscovered,,80,,,,,
647,Keldeo,Colt Pokemon,Mythical,1.4,48.5,Water,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokemon, for justice.",,,,,0,0,Black / White,0,0,0,3,0,0,3,Slow,1250000,261,35,91,72,90,129,90,108,Undiscovered,,80,,,,,
707,Klefki,Key Ring Pokemon,,0.2,3,Steel,Fairy,Prankster,Gives priority to a status move.,,,Magician,The Pokemon steals the held item of a Pokemon it hits with a move.,50,50,X / Y,0,0,1,0,0,0,75,Fast,800000,165,70,57,80,91,80,87,75,Mineral,,20,,,,,
641,Tornadus,Cyclone Pokemon,Legendary,1.5,63,Flying,,Prankster,Gives priority to a status move.,,,Defeatist,Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.,100,0,Black / White,0,3,0,0,0,0,3,Slow,1250000,261,90,79,115,70,125,80,111,Undiscovered,,120,,,,,
642,Thundurus,Bolt Strike Pokemon,Legendary,1.5,61,Electric,Flying,Prankster,Gives priority to a status move.,,,Defeatist,Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.,100,0,Black / White,0,3,0,0,0,0,3,Slow,1250000,261,90,79,115,70,125,80,111,Undiscovered,,120,,,,,
546,Cottonee,Cotton Puff Pokemon,,0.3,0.6,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,50,50,Black / White,0,0,0,0,0,1,190,Medium Fast,1000000,56,70,40,27,60,37,50,66,Grass,Fairy,20,,,,,
547,Whimsicott,Windveiled Pokemon,,0.7,6.6,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,50,50,Black / White,0,0,0,0,0,2,75,Medium Fast,1000000,168,70,60,67,85,77,75,116,Grass,Fairy,20,546,Evolutionary Stone,Sun Stone,,
624,Pawniard,Sharp Blade Pokemon,,0.5,10.2,Dark,Steel,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",50,50,Black / White,0,1,0,0,0,0,120,Medium Fast,1000000,68,35,45,85,70,40,40,60,Human-Like,,20,,,,,
625,Bisharp,Sword Blade Pokemon,,1.6,70,Dark,Steel,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",50,50,Black / White,0,2,0,0,0,0,45,Medium Fast,1000000,172,35,65,125,100,60,70,70,Human-Like,,20,624,Level Up,Level 52,,
643,Reshiram,Vast White Pokemon,Legendary,3.2,330,Dragon,Fire,Turboblaze,Moves can be used on the target regardless of its Abilities.,,,,,0,0,Black / White,0,0,0,3,0,0,3,Slow,1250000,306,0,100,120,100,150,120,90,Undiscovered,,120,,,,,
644,Zekrom,Deep Black Pokemon,Legendary,2.9,345,Dragon,Electric,Teravolt,Moves can be used on the target regardless of its Abilities.,,,,,0,0,Black / White,0,3,0,0,0,0,3,Slow,1250000,306,0,100,150,120,120,100,90,Undiscovered,,120,,,,,
645,Landorus,Abundance Pokemon,Legendary,1.5,68,Ground,Flying,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,100,0,Black / White,0,0,0,3,0,0,3,Slow,1250000,270,90,89,125,90,115,80,101,Undiscovered,,120,,,,,
555,Darmanitan,Blazing Pokemon,,1.3,92.9,Fire,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Zen Mode,Changes the Pokemon's shape when HP is half or less.,50,50,Black / White,0,2,0,0,0,0,60,Medium Slow,1059860,168,70,105,140,55,30,55,95,Field,,20,554,Level Up,Level 35,,
649,Genesect,Paleozoic Pokemon,Mythical,1.5,82.5,Bug,Steel,Download,Compares an opposing Pokemon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,,,,,0,0,Black / White,0,1,0,1,0,1,3,Slow,1250000,270,0,71,120,95,120,95,99,Undiscovered,,120,,,,,
470,Leafeon,Verdant Pokemon,,1,25.5,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,87.5,12.5,Diamond / Pearl,0,0,2,0,0,0,45,Medium Fast,1000000,184,35,65,110,130,60,65,95,Field,,35,133,Level Up,Around A Moss Rock,,
753,Fomantis,Sickle Grass Pokemon,,0.3,1.5,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,Contrary,Makes stat changes have an opposite effect.,50,50,Sun / Moon,0,1,0,0,0,0,190,Medium Fast,1000000,50,70,40,55,35,50,35,35,Grass,,20,,,,,
754,Lurantis,Bloom Sickle Pokemon,,0.9,18.5,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,Contrary,Makes stat changes have an opposite effect.,50,50,Sun / Moon,0,2,0,0,0,0,75,Medium Fast,1000000,168,70,70,105,90,80,90,45,Grass,,20,753,Level Up,Level 34 During The Day,,
541,Swadloon,Leaf-Wrapped Pokemon,,0.5,7.3,Bug,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,50,Black / White,0,0,2,0,0,0,120,Medium Slow,1059860,133,70,55,63,90,50,80,42,Bug,,15,540,Level Up,Level 20,,
761,Bounsweet,Fruit Pokemon,,0.3,3.2,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,0,100,Sun / Moon,1,0,0,0,0,0,235,Medium Slow,1059860,42,70,42,30,38,30,38,32,Grass,,20,,,,,
762,Steenee,Fruit Pokemon,,0.7,8.2,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,0,100,Sun / Moon,0,0,0,0,0,2,120,Medium Slow,1059860,102,70,52,40,48,40,48,62,Grass,,20,761,Level Up,Level 18,,
763,Tsareena,Fruit Pokemon,,1.2,21.4,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,Queenly Majesty,"Its majesty pressures the opposing Pokemon, making it unable to attack using priority moves.",Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,0,100,Sun / Moon,0,3,0,0,0,0,45,Medium Slow,1059860,230,70,72,120,98,50,98,72,Grass,,20,762,Level Up,Knowing Stomp,,
776,Turtonator,Blast Turtle Pokemon,,2,212,Fire,Dragon,Shell Armor,A hard shell protects the Pokemon from critical hits.,,,,,50,50,Sun / Moon,0,0,2,0,0,0,70,Medium Fast,1000000,170,70,60,78,135,91,85,36,Monster,Dragon,20,,,,,
366,Clamperl,Bivalve Pokemon,,0.4,52.5,Water,,Shell Armor,A hard shell protects the Pokemon from critical hits.,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",50,50,Ruby / Sapphire,0,0,1,0,0,0,255,Erratic,600000,69,70,35,64,85,74,55,32,Water 1,,20,,,,,
90,Shellder,Bivalve Pokemon,,0.3,4,Water,,Shell Armor,A hard shell protects the Pokemon from critical hits.,Skill Link,Maximizes the number of times multi-strike moves hit.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,50,Red / Blue / Yellow,0,0,1,0,0,0,190,Slow,1250000,61,70,30,65,100,45,25,40,Water 3,,20,,,,,
91,Cloyster,Bivalve Pokemon,,1.5,132.5,Water,Ice,Shell Armor,A hard shell protects the Pokemon from critical hits.,Skill Link,Maximizes the number of times multi-strike moves hit.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,50,Red / Blue / Yellow,0,0,2,0,0,0,60,Slow,1250000,184,70,50,95,180,85,45,70,Water 3,,20,90,Evolutionary Stone,Water Stone,,
809,Melmetal,Hex Nut Pokemon,Mythical,2.5,800,Steel,,Iron Fist,Powers up punching moves.,,,,,0,0,Let's Go Pikachu / Let's Go Eevee,0,3,0,0,0,0,3,Slow,1250000,270,0,135,143,143,80,65,34,Undiscovered,,120,808,Pokemon GO Candy,400 Meltan Candy,,
622,Golett,Automaton Pokemon,,1,92,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokemon can't use any held items.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,0,0,Black / White,0,1,0,0,0,0,190,Medium Fast,1000000,61,70,59,74,50,35,50,35,Mineral,,25,,,,,
623,Golurk,Automaton Pokemon,,2.8,330,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokemon can't use any held items.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,0,0,Black / White,0,2,0,0,0,0,90,Medium Fast,1000000,169,70,89,124,80,55,80,55,Mineral,,25,622,Level Up,Level 43,,
674,Pancham,Playful Pokemon,,0.6,8,Fighting,,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,X / Y,0,1,0,0,0,0,220,Medium Fast,1000000,70,70,67,82,62,46,48,43,Field,Human-Like,25,,,,,
675,Pangoro,Daunting Pokemon,,2.1,136,Fighting,Dark,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,X / Y,0,2,0,0,0,0,65,Medium Fast,1000000,173,70,95,124,78,69,71,58,Field,Human-Like,25,674,Level Up,Level 32 With A Dark Type Pokemon In Party,,
550,Basculin,Hostile Pokemon,,1,18,Water,,Reckless,Powers up moves that have recoil damage.,Adaptability,Powers up moves of the same type as the Pokemon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,50,50,Black / White,0,0,0,0,0,2,25,Medium Fast,1000000,161,70,70,92,65,80,55,98,Water 2,,40,,,,,
626,Bouffalant,Bash Buffalo Pokemon,,1.6,94.5,Normal,,Reckless,Powers up moves that have recoil damage.,Sap Sipper,"Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.",Soundproof,Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.,50,50,Black / White,0,2,0,0,0,0,45,Medium Fast,1000000,172,70,95,110,95,40,95,55,Field,,20,,,,,
77,Ponyta,Fire Horse Pokemon,,1,30,Fire,,Run Away,Enables a sure getaway from wild Pokemon.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,50,50,Red / Blue / Yellow,0,0,0,0,0,1,190,Medium Fast,1000000,82,70,50,85,55,65,65,90,Field,,20,,,,,
78,Rapidash,Fire Horse Pokemon,,1.7,95,Fire,,Run Away,Enables a sure getaway from wild Pokemon.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,50,50,Red / Blue / Yellow,0,0,0,0,0,2,60,Medium Fast,1000000,175,70,65,100,70,80,80,105,Field,,20,77,Level Up,Level 40,,
133,Eevee,Evolution Pokemon,,0.3,6.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Adaptability,Powers up moves of the same type as the Pokemon.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,87.5,12.5,Red / Blue / Yellow,0,0,0,0,1,0,45,Medium Fast,1000000,65,70,55,55,50,45,65,55,Field,,35,,,,,
261,Poochyena,Bite Pokemon,,0.5,13.6,Dark,,Run Away,Enables a sure getaway from wild Pokemon.,Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",50,50,Ruby / Sapphire,0,1,0,0,0,0,255,Medium Fast,1000000,56,70,35,55,35,30,30,35,Field,,15,,,,,
19,Rattata,Mouse Pokemon,,0.3,3.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Hustle,"Boosts the Attack stat, but lowers accuracy.",50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Fast,1000000,51,70,30,56,35,25,35,72,Field,,15,,,,,
20,Raticate,Mouse Pokemon,,0.7,18.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Hustle,"Boosts the Attack stat, but lowers accuracy.",50,50,Red / Blue / Yellow,0,0,0,0,0,2,127,Medium Fast,1000000,145,70,55,81,60,50,70,97,Field,,15,19,Level Up,Level 20,,
84,Doduo,Twin Bird Pokemon,,1.4,39.2,Normal,Flying,Run Away,Enables a sure getaway from wild Pokemon.,Early Bird,The Pokemon awakens twice as fast as other Pokemon from sleep.,Tangled Feet,Raises evasion if the Pokemon is confused.,50,50,Red / Blue / Yellow,0,1,0,0,0,0,190,Medium Fast,1000000,62,70,35,85,45,35,35,75,Flying,,20,,,,,
85,Dodrio,Triple Bird Pokemon,,1.8,85.2,Normal,Flying,Run Away,Enables a sure getaway from wild Pokemon.,Early Bird,The Pokemon awakens twice as fast as other Pokemon from sleep.,Tangled Feet,Raises evasion if the Pokemon is confused.,50,50,Red / Blue / Yellow,0,2,0,0,0,0,45,Medium Fast,1000000,165,70,60,110,70,60,60,110,Flying,,20,84,Level Up,Level 31,,
504,Patrat,Scout Pokemon,,0.5,11.6,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Analytic,Boosts move power when the Pokemon moves last.,50,50,Black / White,0,1,0,0,0,0,255,Medium Fast,1000000,51,70,45,55,39,35,39,42,Field,,15,,,,,
161,Sentret,Scout Pokemon,,0.8,6,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",50,50,Gold / Silver / Crystal,0,1,0,0,0,0,255,Medium Fast,1000000,43,70,35,46,34,35,45,20,Field,,15,,,,,
162,Furret,Long Body Pokemon,,1.8,32.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",50,50,Gold / Silver / Crystal,0,0,0,0,0,2,90,Medium Fast,1000000,145,70,85,76,64,45,55,90,Field,,15,161,Level Up,Level 15,,
427,Buneary,Rabbit Pokemon,,0.4,5.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Klutz,The Pokemon can't use any held items.,Limber,Its limber body protects the Pokemon from paralysis.,50,50,Diamond / Pearl,0,0,0,0,0,1,190,Medium Fast,1000000,70,0,55,66,44,44,56,82,Field,Human-Like,20,,,,,
417,Pachirisu,EleSquirrel Pokemon,,0.4,3.9,Electric,,Run Away,Enables a sure getaway from wild Pokemon.,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Volt Absorb,"Restores HP if hit by an Electric-type move, instead of taking damage.",50,50,Diamond / Pearl,0,0,0,0,0,1,200,Medium Fast,1000000,142,100,60,45,70,45,90,95,Field,Fairy,10,,,,,
190,Aipom,Long Tail Pokemon,,0.8,11.5,Normal,,Run Away,Enables a sure getaway from wild Pokemon.,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multi-strike moves hit.,50,50,Gold / Silver / Crystal,0,0,0,0,0,1,45,Fast,800000,72,70,55,70,55,40,55,85,Field,,20,,,,,
474,Porygon-Z,Virtual Pokemon,,0.9,34,Normal,,Adaptability,Powers up moves of the same type as the Pokemon.,Download,Compares an opposing Pokemon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,Analytic,Boosts move power when the Pokemon moves last.,0,0,Diamond / Pearl,0,0,0,3,0,0,30,Medium Fast,1000000,241,70,85,80,70,135,75,90,Mineral,,20,233,Trade,Trade With Dubious Disc,,
413,Wormadam,Bagworm Pokemon,,0.5,6.5,Bug,Grass,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",0,100,Diamond / Pearl,0,0,0,0,2,0,45,Medium Fast,1000000,148,70,60,59,85,79,105,36,Bug,,15,412,Level Up,Level 20 If Female,,
453,Croagunk,Toxic Mouth Pokemon,,0.7,23,Poison,Fighting,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.",Poison Touch,May poison a target when the Pokemon makes contact.,50,50,Diamond / Pearl,0,1,0,0,0,0,140,Medium Fast,1000000,60,100,48,61,40,61,40,50,Human-Like,,10,,,,,
454,Toxicroak,Toxic Mouth Pokemon,,1.3,44.4,Poison,Fighting,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.",Poison Touch,May poison a target when the Pokemon makes contact.,50,50,Diamond / Pearl,0,2,0,0,0,0,75,Medium Fast,1000000,172,70,83,106,65,86,65,85,Human-Like,,20,453,Level Up,Level 37,,
246,Larvitar,Rock Skin Pokemon,,0.6,72,Rock,Ground,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,50,50,Gold / Silver / Crystal,0,1,0,0,0,0,45,Slow,1250000,60,35,50,64,50,45,50,41,Monster,,40,,,,,
276,Taillow,Tiny Swallow Pokemon,,0.3,2.3,Normal,Flying,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,Ruby / Sapphire,0,0,0,0,0,1,200,Medium Slow,1059860,54,70,40,55,30,30,30,85,Flying,,15,,,,,
277,Swellow,Swallow Pokemon,,0.7,19.8,Normal,Flying,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,50,50,Ruby / Sapphire,0,0,0,0,0,2,45,Medium Slow,1059860,159,70,60,85,60,75,50,125,Flying,,15,276,Level Up,Level 22,,
236,Tyrogue,Scuffle Pokemon,,0.7,21,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,Vital Spirit,"The Pokemon is full of vitality, and that prevents it from falling asleep.",100,0,Gold / Silver / Crystal,0,1,0,0,0,0,75,Medium Fast,1000000,42,70,35,35,35,35,35,35,Undiscovered,,25,,,,,
538,Throh,Judo Pokemon,,1.3,55.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,100,0,Black / White,2,0,0,0,0,0,45,Medium Fast,1000000,163,70,120,100,85,30,85,45,Human-Like,,20,,,,,
532,Timburr,Muscular Pokemon,,0.6,12.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,75,25,Black / White,0,1,0,0,0,0,180,Medium Slow,1059860,61,70,75,80,55,25,35,35,Human-Like,,20,,,,,
533,Gurdurr,Muscular Pokemon,,1.2,40,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,75,25,Black / White,0,2,0,0,0,0,90,Medium Slow,1059860,142,70,85,105,85,40,50,40,Human-Like,,20,532,Level Up,Level 25,,
